Question,Predicted Answer,Exact Match,Substring Match,Correct Answers,,,,,,,,,,,,,,,,,,,,,,,,
What was wrong with the pigeon?,injured white pigeon daily,0,0,broken wing and leg : broken wing and leg : broken wing and leg,,,,,,,,,,,,,,,,,,,,,,,,
Where did Tesla go to feed the pigeons daily?,Near the end of his life,0,0,the park : the park : the park,,,,,,,,,,,,,,,,,,,,,,,,
To what place did he bring the injured pigeons to take care of them?,hotel room,1,1,hotel room : his hotel room : his hotel room,,,,,,,,,,,,,,,,,,,,,,,,
How much did Tesla weigh?,142 pounds,1,1,142 pounds : 142 pounds : 142 pounds (64 kg),,,,,,,,,,,,,,,,,,,,,,,,
How tall was Tesla?,6 feet 2 inches,1,1,6 feet 2 inches : 6 feet 2 inches : 6 feet 2 inches (1.88 m),,,,,,,,,,,,,,,,,,,,,,,,
In what time frame did Tesla weigh almost exactly the same amount?,142 pounds,0,0,1888 to about 1926 : from 1888 to about 1926 : 1888 to about 1926,,,,,,,,,,,,,,,,,,,,,,,,
Where did he live while he was looking good?,New York City,1,1,New York City : New York City : New York City,,,,,,,,,,,,,,,,,,,,,,,,
How many languages did Tesla know?,eight,1,1,eight : eight : eight,,,,,,,,,,,,,,,,,,,,,,,,
What did Tesla see during his strange illnesses when he was young?,repeatedly stricken,0,0,visions : blinding flashes of light : visions,,,,,,,,,,,,,,,,,,,,,,,,
What is another term for Tesla's visualization ability?,picture thinking,1,1,picture thinking : picture thinking,,,,,,,,,,,,,,,,,,,,,,,,
What other visual phenomena accompanied Tesla's visions?,blinding flashes of light,1,1,blinding flashes of light : flashbacks : blinding flashes of light,,,,,,,,,,,,,,,,,,,,,,,,
What kind of memory was Tesla thought to have?,photographic memory,1,1,photographic memory : photographic : photographic,,,,,,,,,,,,,,,,,,,,,,,,
How long would Tesla spend gambling sometimes?,more than 48 hours,1,1,more than 48 hours : 48 hours : 48 hours,,,,,,,,,,,,,,,,,,,,,,,,
What amount of time was the longest that Tesla spent working without stopping to rest?,84 hours,1,1,84 hours : 84 hours : 84 hours,,,,,,,,,,,,,,,,,,,,,,,,
Where was Tesla studying when he started playing cards and billiards?,Graz,1,1,Graz : Graz : Graz,,,,,,,,,,,,,,,,,,,,,,,,
Who did Tesla call in the middle of the night?,:208 Kenneth Swezey,0,0,Kenneth Swezey : Kenneth Swezey : Kenneth Swezey,,,,,,,,,,,,,,,,,,,,,,,,
What was Kenneth Swezey's job?,journalist,1,1,journalist : journalist : journalist,,,,,,,,,,,,,,,,,,,,,,,,
What characteristic did Tesla say helped his scientific abilities?,chastity,1,1,chastity : his chastity : chastity,,,,,,,,,,,,,,,,,,,,,,,,
Who reportedly wanted Tesla's company?,reporter,0,0,women : women,,,,,,,,,,,,,,,,,,,,,,,,
When did Tesla admit to a reporter that maybe he'd sacrificed too much by not having a relationship?,end of his life,0,1,toward the end of his life : toward the end of his life : toward the end of his life,,,,,,,,,,,,,,,,,,,,,,,,
Who was Tesla's secretary? ,Dorothy Skerrit,1,1,Dorothy Skerrit : Dorothy Skerrit : Dorothy Skerrit,,,,,,,,,,,,,,,,,,,,,,,,
"Who said Tesla had a ""distinguished sweetness""?",Robert Underwood Johnson,1,1,Robert Underwood Johnson : Robert Underwood Johnson : Robert Underwood Johnson,,,,,,,,,,,,,,,,,,,,,,,,
What was Tesla likely to do with his work?,seclude,0,1,seclude himself : seclude himself : seclude himself with his work,,,,,,,,,,,,,,,,,,,,,,,,
With what word was Tesla's sociability described?,,0,1,asocial : asocial,,,,,,,,,,,,,,,,,,,,,,,,
What was Julian Hawthorne's relation to Tesla?,seldom did one meet a scientist or engineer,0,0,friend : friend : friend,,,,,,,,,,,,,,,,,,,,,,,,
What famous writer was Tesla's good friend?,Francis Marion Crawford,0,0,Mark Twain : Mark Twain : Mark Twain,,,,,,,,,,,,,,,,,,,,,,,,
Where did Tesla and Twain hang out?,his lab,0,1,lab : in his lab : in his lab and elsewhere,,,,,,,,,,,,,,,,,,,,,,,,
When did Tesla become friends with Viereck?,late 1920s,1,1,late 1920s : the late 1920s : the late 1920s,,,,,,,,,,,,,,,,,,,,,,,,
Who was Tesla prejudiced against?,overweight people,1,1,overweight people : overweight people : overweight people,,,,,,,,,,,,,,,,,,,,,,,,
Who did he fire?,secretary,1,1,secretary : a secretary : a secretary,,,,,,,,,,,,,,,,,,,,,,,,
Why did he fire the secretary?,her weight,1,1,her weight : her weight : her weight.,,,,,,,,,,,,,,,,,,,,,,,,
What did he make the employee do when he didn't like her outfit?,fired a secretary because of her weight,0,0,go home and change : go home and change : to go home and change her dress,,,,,,,,,,,,,,,,,,,,,,,,
What subatomic particle did Tesla deny the existence of?,atoms,0,0,electron : an electron,,,,,,,,,,,,,,,,,,,,,,,,
What did he think was everywhere in the universe?,electrical energy,0,0,ether : ether,,,,,,,,,,,,,,,,,,,,,,,,
What did he believe the ether did?,transmitted electrical energy,1,1,transmitted electrical energy : transmitted electrical energy : transmitted electrical energy,,,,,,,,,,,,,,,,,,,,,,,,
To what century did the idea of ether belong?,19th,1,1,19th : the 19th : 19th,,,,,,,,,,,,,,,,,,,,,,,,
Whose theory did Tesla disagree with?,Einstein,0,1,Einstein's : Einstein's : Einstein's,,,,,,,,,,,,,,,,,,,,,,,,
What was Tesla's attitude toward the idea that matter could be turned into energy?,antagonistic,1,1,antagonistic : antagonistic : antagonistic,,,,,,,,,,,,,,,,,,,,,,,,
Which theory of Einstein's did Tesla speak critically toward?,relativity,1,1,relativity : relativity : theory of relativity,,,,,,,,,,,,,,,,,,,,,,,,
"What ""dynamic theory"" did Tesla say he finished in 1937?",gravity,1,1,gravity : gravity : of gravity,,,,,,,,,,,,,,,,,,,,,,,,
When did Tesla start working on the problem of energy and matter?,1892,1,1,1892 : 1892, and in 1937 : 1892,,,,,,,,,,,,,,,,,,,,,,,
"What shape of space did Tesla consider a ""false conception""?",curved,1,1,curved : curved : curved,,,,,,,,,,,,,,,,,,,,,,,,
How old was Tesla when he wrote that he'd completed his dynamic theory of gravity?,81,1,1,81 : 81 : 81,,,,,,,,,,,,,,,,,,,,,,,,
What idea was Tesla a fan of?,eugenics,1,1,eugenics : eugenics : imposed selective breeding version of eugenics,,,,,,,,,,,,,,,,,,,,,,,,
What was his belief as to what nature was supposed to be?,ruthless workings of nature,0,0,ruthless : ruthless : ruthless workings,,,,,,,,,,,,,,,,,,,,,,,,
What attribute of humans interfered with nature's ruthlessness in Tesla's opinion?,pity,1,1,pity : pity : pity,,,,,,,,,,,,,,,,,,,,,,,,
When did he talk about his beliefs in an interview?,1937,1,1,1937 : 1937 : 1937,,,,,,,,,,,,,,,,,,,,,,,,
Who did Tesla think would run the world of the future?,Queen Bees,0,0,women : women : women,,,,,,,,,,,,,,,,,,,,,,,,
When did he talk about his thoughts on gender?,1926,1,1,1926 : 1926 : 1926,,,,,,,,,,,,,,,,,,,,,,,,
What term did he use for what he believed would be humanity's future rulers?,Queen Bees,1,1,Queen Bees : Queen Bees : Queen Bees,,,,,,,,,,,,,,,,,,,,,,,,
The issues of what era did Tesla's article talk about?,post-World War I,1,1,post-World War I : post-World War I : post-World War I,,,,,,,,,,,,,,,,,,,,,,,,
"What were the ""great Forces"" mentioned in the article's title?",Science and Discovery,1,1,Science and Discovery : Science and Discovery : Science and Discovery,,,,,,,,,,,,,,,,,,,,,,,,
When was the article published?,20-Dec-14,1,1,20 December 1914 : 20 December 1914 : 20 December 1914,,,,,,,,,,,,,,,,,,,,,,,,
What entity did Tesla believe would not be able to solve the problems of the time?,League of Nations,1,1,League of Nations : the League of Nations : League of Nations,,,,,,,,,,,,,,,,,,,,,,,,
What religion did Tesla grow up in?,Orthodox Christian,1,1,Orthodox Christian : Orthodox Christian : Orthodox Christian,,,,,,,,,,,,,,,,,,,,,,,,
What type of religious behavior was Tesla against?,"Orthodox Christian. Later in his life  he did not consider himself to be a ""believer in the orthodox sense "" and opposed",0,0,fanaticism : fanaticism : fanaticism,,,,,,,,,,,,,,,,,,,,,,,,
Which two religions did Tesla express respect for?,Buddhism and Christianity,1,1,Buddhism and Christianity : Buddhism and Christianity : Buddhism and Christianity,,,,,,,,,,,,,,,,,,,,,,,,
What article was published in 1937?,A Machine to End War,1,1,"A Machine to End War : ""A Machine to End War"" : A Machine to End War",,,,,,,,,,,,,,,,,,,,,,,,
Because of certain statements what was the believed state of his religious views?,uncertain,1,1,uncertain : uncertain : uncertain,,,,,,,,,,,,,,,,,,,,,,,,
In the article's title  what did the machine hope to end?,End War,0,0,War : War : War,,,,,,,,,,,,,,,,,,,,,,,,
What did Tesla write?,a number of books and articles for magazines and journals,0,0,books and articles : a number of books and articles : a number of books and articles,,,,,,,,,,,,,,,,,,,,,,,,
Who published Tesla's writings?,Ben Johnston,0,0,magazines and journals : magazines and journals : magazines and journals,,,,,,,,,,,,,,,,,,,,,,,,
Who edited Tesla's autobiography?,Ben Johnston,1,1,Ben Johnston : Ben Johnston : Ben Johnston,,,,,,,,,,,,,,,,,,,,,,,,
Where can a lot Tesla's writings be found?,the web,1,1,the web : on the web : freely available on the web,,,,,,,,,,,,,,,,,,,,,,,,
When was his article published in Century Magazine?,1900,1,1,1900 : 1900 : 1900,,,,,,,,,,,,,,,,,,,,,,,,
What was one of Tesla's books where articles can be read?,Inventions  Researches and Writings of Nikola Tesla,0,1,Inventions, Researches and Writings of Nikola Tesla. : Researches and Writings of Nikola Tesla : Researches and Writings of Nikola Tesla,,,,,,,,,,,,,,,,,,,,,,,
What kind of fiction is Tesla's work featured in?,science,1,1,science fiction : science : science fiction,,,,,,,,,,,,,,,,,,,,,,,,
What kind of media can references to Tesla be found in,science fiction,0,0,books, films, radio, TV, music, live theater, comics and video games : books, films, radio, TV, music, live theater, comics and video games : books, films, radio, TV, music, live theater, comics and video games,,,,,,
How many types of science fiction have been impacted by Tesla?,several,1,1,several : several : several,,,,,,,,,,,,,,,,,,,,,,,,
On which magazine's cover did Tesla appear in 1931,75th birthday,0,0,Time magazine : Time : Time,,,,,,,,,,,,,,,,,,,,,,,,
For what occasion was he put on the cover?,75th birthday,1,1,75th birthday : 75th birthday : 75th birthday,,,,,,,,,,,,,,,,,,,,,,,,
To which technology type that Tesla worked on did the caption refer to?,All the world's his power house,0,0,electrical power generation : electrical power generation : electrical power generation,,,,,,,,,,,,,,,,,,,,,,,,
What famous person congratulated him?,Albert Einstein,1,1,Einstein : Albert Einstein : Albert Einstein,,,,,,,,,,,,,,,,,,,,,,,,
How many other important people sent letters?,70,0,1,more than 70 : more than 70 : more than 70,,,,,,,,,,,,,,,,,,,,,,,,
What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,Computational complexity theory,1,1,Computational complexity theory : Computational complexity theory : Computational complexity theory,,,,,,,,,,,,,,,,,,,,,,,,
By what main attribute are computational problems classified utilizing computational complexity theory? ,inherent difficulty,1,1,inherent difficulty : their inherent difficulty : inherent difficulty,,,,,,,,,,,,,,,,,,,,,,,,
What is the term for a task that generally lends itself to being solved by a computer?,computational problem,1,1,computational problems : A computational problem : computational problem,,,,,,,,,,,,,,,,,,,,,,,,
What measure of a computational problem broadly defines the inherent difficulty of the solution?,whatever the algorithm used,0,0,if its solution requires significant resources : its solution requires significant resources : if its solution requires significant resources,,,,,,,,,,,,,,,,,,,,,,,,
What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,The theory formalizes this intuition,0,0,mathematical models of computation : mathematical models of computation : mathematical models of computation,,,,,,,,,,,,,,,,,,,,,,,,
What are two basic primary resources used to guage complexity?,amount of communication,0,0,time and storage : time and storage : time and storage,,,,,,,,,,,,,,,,,,,,,,,,
What unit is measured to determine circuit complexity?,a circuit,0,1,number of gates in a circuit : number of gates in a circuit : number of gates,,,,,,,,,,,,,,,,,,,,,,,,
What practical role does defining the complexity of problems play in everyday computing?,computational complexity theory is to determine the practical limits on what computers can and cannot do,0,0,determine the practical limits on what computers can and cannot do : what computers can and cannot do : determine the practical limits on what computers can and cannot do,,,,,,,,,,,,,,,,,,,,,,,,
What two fields of theoretical computer science closely mirror computational complexity theory?,algorithms and computability theory,0,1,analysis of algorithms and computability theory : analysis of algorithms and computability theory : analysis of algorithms and computability theory,,,,,,,,,,,,,,,,,,,,,,,,
What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,theoretical computer science are analysis of algorithms and computability theory,0,0,analysis of algorithms : analysis of algorithms : analysis of algorithms,,,,,,,,,,,,,,,,,,,,,,,,
What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computability theory. A key distinction between analysis of algorithms and computational complexity theory,0,0,computational complexity theory : computational complexity theory : computational complexity theory,,,,,,,,,,,,,,,,,,,,,,,,
What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,theoretical computer science are analysis of algorithms and computability theory. A key distinction between analysis of algorithms and computational complexity theory is that the former is devoted to analyzing the amount of resources needed by a particular algorithm to solve a problem  whereas the latter asks a more general question about all possible algorithms that could be used to solve the same problem. More precisely  it tries to classify problems that can or cannot be solved with appropriately restricted resources,0,0,computability theory : computability theory : computability theory,,,,,,,,,,,,,,,,,,,,,,,,
What is the name given to the input string of a computational problem?,a problem,0,1,problem instance : a problem instance : problem instance,,,,,,,,,,,,,,,,,,,,,,,,
